discipline,"규율, 훈육, 기강, 절제력, 단련법, 징계하다, 훈육하다"
laugh,"웃다, 재미있어 하다, 비웃다, 조소하다, 웃음, 재미있는 일"
harm,"해, 피해, 손해, 해치다, 해를 끼치다, 손상시키다"
depend,"의존하다, 의지하다, 믿다, 신뢰하다, 달려 있다, 좌우되다"
nose,"코, 후각, 앞부분, 천천히 조심스럽게 나아가다"
beat,"이기다, 물리치다, 때리다, 통제하다, 고동치다, 맥박, 박자"
universe,"은하계, 우주, 경험 세계"
tired,"피로한, 피곤한, 지친, 싫증난, 지겨운"
smoke,"연기, 담배를 피우다, 연기를 내뿜다, 훈제하다"
sand,"모래, 모래사장, 사포로 닦다"
hole,"구덩이, 구멍, 지저분한 곳, 허점, 공백, 구멍을 내다"
star,"별, 항성, 별 모양인 것, 주연, 최고, 주연을 맡다"
estimate,"추정, 추산, 견적서, 추산하다, 예상하다, 평가하다"
grand,"웅장한, 장려한, 원대한, 야심 찬, 위엄 있는, 당당한"
involve,"수반하다, 관련시키다, 연루시키다, 참여시키다"
accurate,"정확한, 정밀한, 명중하는"
fate,"운명, 숙명"
pull,"끌다, 당기다, 끌어 당기다, 뽑다, 끌기, 끌어 당기기"
web,"거미줄, 망, 인터넷"
sheet,"침대에 깔거나 덮는 얇은 천, 한 장, 편편한 지역"
counter,"계산대, 판매대, 계측기, 반작용"
executive,"경영진, 이사, 중역, 행정부, 경영의, 행정의, 고급의"
frequent,"찾은, 빈번한, 자주 다니다"
suffer,"시달리다, 고통받다, 겪다, 더 나빠지다, 악화되다"
phrase,"구, 구절, 관용구, 표현하다"
score,"점수, 득점, 악보, 배경음악, 아주 많은, 점수를 받다"
adequate,"충분히, 적절한, 부족하지 않은"
depression,"우울증, 우울한, 암울한, 불경기, 불황"
strike,"치다, 부딕치다, 때리다, 공격하다, 파업하다, 파업, 공격"
branch,"나뭇가지, 지사, 분점, 분과, 지류, 갈라지다"
topic,"화제, 주제"
gate,"문, 정문, 대문, 출입구"
bird,새
contribute,"기부하다, 원인이 되다, 기여하다, 이바지하다, 의견을 말하다"
cry,"울다, 울부짖다, 외치다, 비명, 고함, 외침, 울음"
royal,"국왕의, 성대한, 위풍당당한, 장엄한, 왕족"
admit,"인정하다, 시인하다, 자백하다, 입장을 허락하다"
bag,"가방, 백, 포대, 자루, 봉투, 봉지에 넣다"
landscape,"풍경, 경관, 풍경화, 조경을 하다"
session,"시간, 기간, 회기, 학년, 연주회"
hat,"모자, 모자를 씌우다"
meat,"고기, 육류, 골자, 알맹이"
engage,"관여하다, 약혼하다, 종사하다, 협상하다, 맞물리다"
grade,"품질, 등급, 성적, 학점, 학년, 정도, 나누다, 성적을 매기다"
diagnosis,"진단, 진찰"
linear,"선의, 선으로 된, 직선 모양의, 길이의"
consent,"동의, 합의, 인가, 동의하다"
theme,"주제, 주제 부분, ~풍의"
phenomenon,"현상, 경이로운 사람"
shore,"기슭, 해안, 호숫가"
fly,"날다, 비행하다, 타고가다, 나부끼다, 빨리 가다, 파리"
organic,"유기농의, 장기의, 유기적인, 서서히 챙기는"
expense,"돈, 비용, 경비, 돈이 드는 일"
motor,"모터, 전동기, 발동기, 모터가 달린, 자동차의, 운동의"
courage,"용기, 담력, 배짱"
captain,"선장, 기장, 대위, 대령, 주장, 주장이 되다"
altogether,"완전히, 전적으로, 모두 합쳐, 총, 대체로"
discover,"발견하다, 찾다, 발굴하다"
ride,"타다, 승마하다, 타고 달리기, 놀이기구"
revolution,"혁명, 변혁, 공전, 회전"
decline,"줄어들다, 감소 하다, 거절하다, 감소"
matrix,"행렬, 모체, 망"
fault,"잘못, 책임, 단점, 결점, 결함, 흠, 고장, 나무라다, 흠잡다"
mistake,"실수, 잘못, 오류, 오해하다, 잘못 판단하다"
reputation,"평판, 명성"
crucial,"중대한, 결정적인"
ethical,"윤리적인, 도덕에 관계된, 도덕적인"
exact,"정확한, 정밀한, 꼼꼼한, 빈틈없는, 요구하다, 받아내다"
mutual,"상호 간의, 서로의, 공동의"
proud,"자랑스러워하는, 자존심이 강한, 위풍당당한"
throw,"던지다, 내던지다, 내몰다, 부리다, 던지기"
observe,"보다, 목격하다, 관찰하다, 준수하다"
attend,"참석하다, ~에 다니다, 주의를 기울이다, 수행하다"
conception,"구상, 이해, 신념, 수정"
stuff,"물건, 물질 것, 가장 중요한 요소, 채워넣다, 쑤셔넣다"
honest,"정직한, 솔직한, 순수해보이는, 정직하게 번"
worry,"걱정하다, 성가시게 하다, 걱정, 우려, 걱정거리"
devote,"바치다, 쏟다, 기울이다, 충당하다, 봉납하다"
instant,"즉각적인, 즉석의, 절박한, 순간, 아주 짧은 동안, 순간"
finger,"손가락, 손가락 부분, 길쭉한 것"
victim,"피해자, 재물, 희생물"
intensity,"강렬함, 강함, 격렬함, 강도"
blind,"눈이 먼, 맹인인, 맹목적인, 맹목적으로 만들다"
delay,"지연, 지체, 미룸, 연기, 미루다, 지연시키다, 연기하다"
incident,"사건, 일, 사태, 분쟁"
desk,"책상, 프런트, 접수처, 안내소, 창구"
conference,"학회, 회의, 회담, 협의, 연맹"
sad,"슬픈, 애석한, 통탄할, 우울한, 상태가 안 좋은"
prepare,"준비하다, 대비하다, 조제하다"
budget,"예산, 비용, 예산안"
moon,"달, 위성, 서성거리다, 멍하니 기간을 보내다"
pocket,"주머니, 호주머니, 호주머니에 넣다, 벌다"
vary,"서로 다르다, 달라지다, 변화를 주다"
billion,"10억, 엄청난 양"
demonstrate,"입증하다, 보여주다, 설명하다, 시위에 참여하다"
priest,"성직자, 사제, 신부"
row,"열, 줄, 노를 젓다, 노젓기"
architecture,"건축학, 건축 양식, 아키텍쳐, 컴퓨터 시스템의 구성"
genetic,"유전적인, 유전학의, 발생의"
vessel,"선박, 배, 그릇, 용기, 혈관, 물관"
sacrifice,"희생, 제물, 제물을 바침, 희생하다, 제물을 바치다"
leg,"다리, 구간, 걷다, 달리다"
tiny,"아주 작은, 조그마한"
rank,"지위, 계급, 등급, 매기다, 악취가 나는"
belong,"소속하다, 속하다, 제자리에 있다, 소속감을 느끼다"
port,"항구, 항만, 포트, 복사하다"
alcohol,"술, 알코올"
shadow,"그림자, 어둠, 그늘, 영향, 미행하다, 그늘을 드리우다"
dust,"먼지, 티끌, 가루, 먼지를 털다, 털어내다, 뿌리다"
vital,"필수적인, 생명유지와 관련된, 활력이 넘치는"
arise,"생기다, 발생하다, 유발되다, 발달하기 시작하다, 비롯되다"
hill,"언덕, 산, 경사로"
calm,"침착한, 차분한, 잔잔한, 바람이 없는, 진정시키다, 평온, 진정"
shock,"충격, 충격적인 일, 쇼크, 충격을 주다, 깜짝 놀라게 하다"
pale,"창백한, 핼쑥한, 옅은, 약한, 흐릿한"
rational,"합리적인, 이성적인, 논리적인"
roof,"지붕, 천장, 지붕을 덮다"
prominent,"중요한, 유명한, 눈에 잘 띄는, 두드러진, 현저한, 돌출된"
anxious,"불안해하는, 염려하는, 열망하는, 간절히 바라는"
slight,"약간의, 조금의, 경미한, 작고 야윈, 가냘픈, 모욕, 무시"
storm,"폭풍, 우레, 기습하다, 쿵쾅대며 가다, 호통 치다"
uniform,"제복, 군복, 교복, 유니폼, 획일적인, 균일한, 한결같은"
fuel,"연료, 부재칠하는 것, 연료를 공급하다, 부채질하다"
zone,"지역, 부분, 구획짓다"
random,"무작위의, 닥치는 대로 하는"
digital,"디지털을 쓰는, 디지털 방식의, 손가락의"
wet,"젖은, 비가 오는, 궃은, 궃은 날씨, 적시다, 액체"
ovecome,"극복하다, 이기다, 압도하다"
ultimate,"궁극적인, 최후의, 최고의, 근본적인, 극치"
senior,"고위의, 최고학년의, 아버지의, 선임, 고령자, 선배"
interface,"인터페이스, 접점, 접속하다"
gray,"회색, 쥐색, 납빛의, 흐린, 우중충한, 회색으로 만들다"
vehicle,"차량, 탈 것, 운송 수단, 수단"
surgery,"수술, 외과, 면담"
curious,"궁금한, 호기심이 많은, 별난, 특이한, 기이한"
custom,"관습, 풍습, 습관"
smooth,"부드러운, 매끈한, 고루 잘 섞인, 순조로운, 펴 바르다"
grant,"승인하다, 인정하다, 보조금"
enormous,"막대한, 거대한"
corporation,"기업, 법인, 조합, 회사"
decrease,"줄다, 감소하다, 감소, 하락"
soldier,"군인, 병사"
rough,"고르지 않은, 거친, 대충한, 개략적인, 거칠게, 난폭하게"
temple,"신전, 사원, 절, 사찰, 회당, 관자놀이"
string,"끈, 줄, 일련, 현, 조건, 묶다, 매달다, 꿰다, 현악기의"
bond,"유대, 끈, 채권, 보석금, 굴레, 속박, 접착, 유대감을 형성하다"
enterprise,"기업, 회사, 산업, 진취성, 기획력"
oxygen,산호
hypothesis,"가설, 추정, 추측"
accident,"사고, 재해, 우연, 우발사고"
reveal,"드러내다, 밝히다, 드러내 보이다, 폭로하다"
formula,"공식, 화학식, 제조법, 정형화된, 문구"
vertical,"수직의, 세로의, 종적인, 수직"
blow,"불다, 코를 풀다, 날려 버리다, 강타, 코풀기"
pray,"기도하다, 기원하다, 간절히 바라다"
servant,"하인, 종, 고용인, 종업원"
habit,"슴괍, 버릇, 습성, 의복, 복장"
forever,"영원히, 항상, 아주 오랜 시간, 쉴 새 없이"
feed,"발을 먹이다, 먹이를 주다, 넣다, 주다, 우유, 먹이"
acute,"격심한, 급성의, 예민한, 잘 발달된, 예리한"
loud,"큰, 시끄러운, 야단스러운"
burden,"부담, 짐, 부담을 지우다, 짐을 나르다"
guy,"남자, 녀석, 사내"
tension,"긴장, 긴장감, 갈등, 불안, 팽팽함, 팽팽하게 하다"
syndrome,"증후군, 일련의 증상"
coat,"외투, 코트, 털(가죽), 칠(도금), 덮다, 입히다"
operate,"작동하다, 조작하다, 운용되다, 작업하다, 수술하다"
apartment,"아파트, 콘도"
guilty,"죄책감이 드는, 가책을 느끼는, 유죄의, 책임이 있는"
mixture,"혼합물, 홉합 재료, 홉한, 섞기"
nerve,"신경, 긴장, 불안, 용기, 대담성, 용기를 내어 ~하다"
excess,"지나침, 과도, 초과량, 본인 부담분, 초과한"
emotion,"감정, 정서"
psychology,"심리학, 심리, 심리 적용"
velocity,"속도, 빠른 속도"
lake,호수
meal,"식사, 으깬 곡물"
afford,"여유가 되다, ~하여도 된다, 제공하다"
peculiar,"이상한, 기이한, 특유한, 고유한"
welcome,"환영하다, 맞이하다, 기꺼이 받아들이다, 반가운, 환영"
dozen,"12개짜리 묶음, 다스, 다수, 여러 개"
remote,"외진, 외딴, 먼, 가깝지 않은, 원격의, 희박한"
revenue,"수익, 수입, 세입"
valley,"계곡, 골짜기"
breakfast,"아침, 아침 식사, 아침을 먹다"
throat,"목구멍, 목"
county,"자치주, 군"
capture,"포로로 잡다, 차지하다, 사로잡다, 포착하다, 생포, 포획"
sword,"칼, 검"
loose,"헐거워진, 풀린, 묶여 있지 않은, 느슨한, 마구 늘어놓다"
eternal,"영원한, 불멸의, 끊임없는"
electric,"전기의, 전기를 이용하는, 열광케하는, 전기"
tube,"튜브, 대롱 모양의 것, 관, 텔레비전"
radical,"근본적인, 철저한, 급진적인, 과격한, 급진주의자, 과격파"
fund,"자금, 기금, 돈, 자금을 대다"
gaze,"응시하다, 바라보다, 응시, 시선"
compensation,"보상(금), 이득"
testimony,"증거, 증언"
glance,"휙 보다, 대충 훑어보다"
recall,"기억해내다, 생각나게 하다, 회수하다, 기억, 복귀 명령, 회수"
gap,"틈, 공백, 격차, 구멍, 간격"
axis,"축, 축선, 중심축, 연합"
profile,"옆얼굴, 개요, 인지도, 윤곽, 개요를 알려주다"
fortune,"운, 운수, 재산, 분, 성쇠"
stick,"막대기, 꼬챙이, 기어, 레버, 달라붙다, 고수하다, 찌르다"
club,"동호회, 클럽, 사교 단체, 때리다"
decade,10년
steady,"꾸준한, 고정적인, 안정된, 믿을 수 있는, 균형을 잡다, 진정되다"
temporary,"일시적인, 임시의, 임시 고용인"
nurse,"간호사, 간호하다, 치료하다, 품다, 보살피다, 젖을 먹이다"
mood,"기분, 분위기, 감정, 마음, 변덕, 기분이 안 좋은 때"
lesson,"수업, 교습, 교육, 가르침, 교훈, 과"
compare,"비교하다, 필적하다, 비유하다"
format,"구성 방식, 판형, 서식을 만들다, 체재를 갖추다"
diverse,"다양한, 가지각색의"
oral,"구두의, 입의, 구두시험"
strain,"잡아당기다, 긴장시키다, 극도로 사용하다, 부담, 압력"
extend,"더 길게 만들다, 연장하다, 확대하다, 뻗다"
paragraph,"단락, 절"
chronic,"만성적인, 만성질환을 앓고 있는, 지독히 안 좋은"
wound,"상처, 부상, 상처를 입히다"
assist,"돕다, 도움이 되다, 지원하다, 어시스트"
plot,"구성, 음모, 음모하다, 도표를 만들다, 나타내다, 구성을 짜다"
expert,"전문가, 전문가의, 전문적인, 숙련된"
faculty,"능력, 재능, 학부, 교직원"
inspire,"고무하다, 영감을 주다, 불어넣다"
destroy,"파괴하다, 말살하다, 죽이다"
plenty,"풍부한 양, 많이, 충분히 큰, 풍요로움, 풍부한, 충분한"
seed,"씨앗, 종지, 씨, 근원, 씨가 맺다, 씨앗을 뿌리다"
explore,"탐험하다, 탐사하다, 탐구하다, 더듬어 보다"
complicated,"복잡한, 뒤얽힌"
abroad,"해외에, 해외로, 널리 퍼져"
prefer,"더 좋아하다, 선호하다"
crew,"승무원, 무리, 일당, 팀, 반, 승무원을 하다"
ocean,"바다, 대양"
proceed,"진행하다, 계속하다, 나아가다"
interior,"내부, 내륙, 국내 문제, 내부의"
dose,"복용량, 투여량, 양, 약간, ~에게 먹이다"
hate,"싫어하다, 미워하다, 증오, 아주 싫은 것"
outer,"바깥 표면의, 바깥쪽의, 외부의, 외곽의"
mirror,"거울, 반영하는 것, 잘 보여주다, 반영하다, 비추다"
movie,영화
behalf,"이익, 원조, 자기편, 지지, 대신"
chamber,"회의실, ~실, 공간, 방"
council,"의회, 자문 위원회, 협의회, 평의회, 대책 회의"
candidate,"입후보자, 출마자, 지원자, 가능성이 큰 사람"
equity,"공평, 공정, 자기자본, 순수 가치, 보통주"
default,"채무불이행, 초기설정"
sphere,"구, 구체, 영역, 층, 권"
park,"공원, 경기장, 지역, 단지, 주차하다, 보류하기로 하다"
praise,"칭찬, 찬사, 찬양, 칭찬하다, 찬송하다"
hide,"감추다, 숨기다, 숨다, 가리다, 은신처, 목숨, 가죽"
wire,"전선, 선, 철사, 송금하다, 전선을 연결하다, 도청 장치를 하다"
pool,"수영장, 웅덩이, 이용 가능 인력, 공동 이용 자금, 모으다"
panel,"판, 천 조각, 패널, 판으로 덮다"
coverage,"보도, 범위, 보급"
transaction,"거래, 매매, 처리(과정)"
discrimination,"차별, 안목, 식별력, 차이"
symbol,"상징, 부호, 기호"
anyway,"게다가, 그래도, 그런데, 그건 그렇고"
brand,"상표, 브랜드, 종류, 유형, 낙인, 낙인을 찍다"
boundary,"경계(선), 분계선, 영역"
gentle,"온화한, 순한, 조용한, 조심스러운, 완만한, 가벼운, 순한"
essay,"글, 소론, 수필, 작문, 논문, 과제물, 시도, 시도하다"
cat,"고양이, 고양잇과 동물"
constitute,"구성하다, 간주하다, ~에 해당하다, 설립하다, 제정하다"
dimension,"크기, 치수, 규모, 범위"
god,"신, 창조주, 우상"
noble,"고결한, 고귀한, 숭고한, 웅장한, 장려한, 귀족의, 상류층"
shoe,"신, 신발, 구두"
emergency,"비상, 돌발 사건, 비상 사태, 긴급한 경우"
trace,"추적하다, 따라가다, 그리다, 자취, 흔적, 기록"
grain,"곡물, 낟알, 알갱이, 아주 조금, 결"
stomach,"위, 복부, 배, 속, 즐기다, 참다, 견디다, 먹을 수 있다"
push,"밀다, 밀고 나가다, 누르다, 강요하다, 밀기, 누르기, 분투"
split,"나누다, 분열시키다, 쪼개다, 헤어지다, 분담하다, 분열, 틈"
raw,"익히지 않은, 원자재의, 가공되지 않은, 몹시 추운, 노골적인"
advertise,"광고하다, 알리다, 홍보하다"
fiction,"소설, 허구"
abstract,"추상적인, 관념적인, 추상화, 초록, 개요"
excite,"흥분시키다, 자극하다, 불러일으키다"
sympathy,"동정, 연민, 동조, 지지, 동의, 공감"
nevertheless,"그렇기는 하지만, 그럼에도 불구하고"
profession,"직업, 직종, 종사자들, 전문직, 공언, 천명"
distinguish,"구별하다, 구별 짓다, 차이를 보이다, 식별하다, 알아듣다"
verse,"운문, 연, 절"
comment,"논평, 언급, 지적, 비판, 논평하다, 견해를 밝히다"
gay,"동성애자인, 따분한, 동성애자"
encounter,"맞닥뜨리다, 접하다, 만남, 접촉, 조우"
array,"집합체, 모음, 배열, 배열하다, 배치하다"
